id,text,hate_speech,casteism,religous_incitement,political_defamation,cyberbullying,severity
4366,सरकारले स्पष्ट जवाफ दिनुपर्छ,0,0,0,1,0,2
4367,ता खाए फेरी आफनो विशेषज्ञता देखौना आयेक्सास तेरो अनुहर डेरा कुकुर पानी भागक्स होला जेपीटी फोटो किचन अनलाइन मा हल्ने हिरो नबन तेरो पोल मा भोली खोल्सु वेद खाओ,1,0,0,0,1,4
4368,"ठिक छ, उनीहरू भन्छन् हामी सचेत मानिस हौं, तर हामी बिस्तारै अल्छी बन्दै गइरहेका छौं भन्ने महसुस पनि गर्दैनौं।",0,0,0,0,0,1
4369,अनलाइन शपिङ समन औडा साइज पुरै मिलेन ।,0,0,0,0,0,2
4370,यो भिडियो को शीर्षक र सामग्री पुराई फारक रिक्सा।,0,0,0,0,0,2
4371,शान्ति सुन्नुहोस्,0,1,0,0,0,5
4372,देशमा नेट बेच्नुहोस्,0,0,0,1,0,4
4373,पाप नाटककार,1,0,0,0,1,4
4374,ता पागल जास्तो प्रतिक्रिया गार्क्सास,0,0,0,0,1,4
4375,"यो नेता खुला डाकु हो, पासपोर्ट चोर्छ, भित्र पस्छ र खान्छ, नक्कली परिचय बनाउछ, ढोका खोल्छ, दिनहुँ देशद्रोही डाकू बन्छ ।",1,0,0,1,0,4
4376,तिमि ले जान जान गलत अर्थ लागुना खोज जस खिंक्सा,0,0,0,0,1,2
4377,अनलाइन कक्षामा उपस्थित नहुनेले अंक छुटेको गुनासो गर्नुपर्ने हुन्छ ।,0,0,0,0,0,3
4378,इन्टरनेट स्पीड को विज्ञापन जसो प्रदर्शन कहिले देखीना।,0,0,0,0,0,2
4379,खेल अनुसार अनलाइन कक्षामा मात्र हाजिरी खेल्न सकिन्छ।,0,0,0,0,0,3
4380,"नेपालमा पार्टी ट्रेड युनियनको कुनै औचित्य छैन । काम नगर्ने अवसरहरू खोज्ने व्यवसायहरूलाई धिक्कार छ 
यस्तो लापरबाहीले देशको विकास हुँदैन ।",0,0,0,1,0,3
4381,यो संसद को नेता हारु सबाई घुसपैठकर्ता डकैत हुन भ्रष्टाचार काण्ड सबाइको ठुलो अक्स तारा प्रमण लुकेरा अफुलै साहित्य जसो देखौना खोजकसान थात के हारु,1,0,0,1,0,4
4382,@manchhe123 muji bahun,0,1,0,0,1,5
4383,तपाईंले उद्देश्यमा चीजहरू बनाउनुभएको जस्तो देखिन्छ।,0,0,0,0,1,3
4384,तिमीले आफ्नै अघिल्लो भनाइ बिर्सिएको जस्तो देखियो।,0,0,0,0,1,2
4385,Yo online food delivery app le extra platform fee linxa tara delivery rider le jhaile late garyo vanera call garxa kasto worst operational management tait lagyo app crash,0,0,0,0,0,2
4386,यो जात को मक्से हरु जाहिले यस्तो लूट ग्रक्सन माथी आउना लक्सन,1,1,0,0,0,5
4387,तपाईंले लेखेको कुरा पढ्दा मलाई विषय नबुझेको जस्तो लाग्यो।,0,0,0,0,1,3
4388,क्रिस्चियनहरूले देशमा आक्रमण गरेका छन्।,1,0,1,0,0,5
4389,Hotel ko photo ra actual room ma dherai farak raixa.,0,0,0,0,0,2
4390,यस्ता हारुलाइ थाउ देखनु पराक्ष,1,0,0,0,0,4
4391,तँलाई सामान्य शिष्टाचार पनि थाहा छैन जस्तो छ।,0,0,0,0,1,3
4392,"Yo party ko neta ta open bhrastachari ho, thaha payera ni thaha napa जस्तो गर्छन्",0,0,0,1,0,4
4393,म हिन्दु हुँ र मलाई यसमा गर्व छ। जय नेपाल,0,0,0,0,0,1
4394,यो नेता जेल जानुपर्छ।,0,0,0,1,0,4
4395,मैले गर्नासँग तुलना गर्ने कुकुर भेट्टाउन सक्दिन।,1,0,0,0,1,5
4396,"Nice presentation sir, very clear and understandable architecture",0,0,0,0,0,1
4397,यिनिहारुलै सहनु भण्डा निकलनु रामरो,1,0,0,0,0,4
4398,yo mayor mafia ko manche,0,0,0,1,0,4
4399,क्रिस्चियन हारु विदेशी डलर खयरा हमरो नेपाली गौ का सोझा सबा मनके लाइ ढोंगी कुरा शिकौडै धर्म परिवर्तन गरूडाक्सन इनिहारु देशमा थुलो भाइरस हुन दलाल हारु चित्तो,1,0,1,0,0,5
4400,पुराना तस्बिर हेरेर आज धेरै याद ताजा भयो।,0,0,0,0,0,1
4401,यो वर्ष गाउँमा पहिलो पटक ड्रोन प्रयोग गरेर मल छर्ने काम गरिएछ। पुराना किसानहरू सुरुमा अचम्म मानिरहेका थिए तर कामको गति देखेपछि धेरैले रुचि देखाए।,0,0,0,0,0,1
4402,"भाउजु तिमी विज्ञ छौ, देशको नेता बन्न सक्दैनौ, दलितलाई घूस दिनु पर्छ, उनीहरुलाई दिनुभएको छ, आफ्नो संस्कृति राख्नुपर्छ र थुक्ने छौ ।",1,1,0,0,0,5
4403,अन्तर्राष्ट्रिय बजारमा नेपाली कला र हस्तकलाका सामग्रीको ठूलो माग छ । यस्ता स्वदेशी उद्योगलाई प्रवद्र्धन गर्न सरकारले अनलाइन प्लेटफर्म र एक्सपोको व्यवस्था गर्नुपर्छ ।,0,0,0,0,0,1
4404,desh bigarne yei haru hun,1,0,0,0,0,4
4405,ता एकछोटी कुराको गहिराई बुझेरा बोल न साथि कसो होला आत्मविश्वास ले भरिएको रिक्सास तेरो जेपीटी तर्क सुनेर हमी सबाइले कमेन्ट मा हसिरक्षम वान्या हा,0,0,0,0,1,2
4406,"यो क्रिश्चियन संस्था हरु ले गाऊँ गाँ मा गैरा भेडा भेदी लाइ डॉलर बढाई धर्म परिवर्तन गरुड़ाईक्षन, हाम्रो सनातन धर्म नास्त गर्ना आको बिदेशी दलाल हारु हुन इनिहरु",1,0,1,0,0,5
4407,bahun haru sab ustai hun.,0,1,0,0,0,4
4408,"हिजो बैंकको लाइनमा दुई घण्टा बसेपछि बल्ल एउटा साधारण काम सकियो, डिजिटल युग भनिन्छ तर अनुभव भने उस्तै पुरानो छ।",0,0,0,0,0,3
4409,यो नेता जेल जान्छ,0,0,0,1,0,4
4410,तेरो प्रोफाइल नै कमेडी हो,0,0,0,0,1,4
4411,यस रेस्टुरेन्टको खाना स्वादिष्ट भए पनि पार्किङको समस्या छ ।,0,0,0,0,0,2
4412,यो कम्पनीको फिर्ती नीति बुझ्न गाह्रो छ।,0,0,0,0,0,2
4413,"आज मैले मेरो पहिलो तलब पाएको छु, बूढो मान्छे जस्तै महसुस गर्दै।",0,0,0,0,0,1
4414,सान्दर्भिकता र वास्तविकता,0,0,0,0,0,1
4415,"newar haru sanga kaam garna garo, kanjusi ko sima nai xaina iniharu ko",1,0,0,0,0,3
4416,यो मान्छेले हरेक बिषयमा अन्तिम सत्य हो जस्तो बोल्ने तरिका अलिक थकाउने छ। फरक मत सुन्नको लागि ठाउँ छैन जस्तो देखिन्छ।,0,0,0,0,1,3
4417,तँले जानीजानी गलत screenshot share गरेको हो।,0,0,0,0,1,3
4418,"यो सरकार जनताको पक्षमा छैन, सबै युवा विदेश पलायन भइरहेका छन् ।",0,0,0,1,0,3
4419,यो दलका नेता खुलेआम भ्रष्टाचार गरिरहेका छन् ।,0,0,0,1,0,4
4420,तेरो औकात Xaina tyo Business Chalaune @shyam_biz चोर जसो मुख भको ठग हो तेरो कम्पनी को सबाई धोखाधड़ी मा भोली अनलाइन लीक गार्डिनक्सु तेरो ग्राहक सब भागक्सन और दर्द,1,0,0,0,1,5
4421,तिमीले लेखेको लामो पोस्ट पढेँ तर निष्कर्षमा पुग्दा सुरुवातमै भएका दाबीलाई समर्थन गर्ने ठोस आधार कतै भेटिनँ।,0,0,0,0,1,2
4422,बजेटमा हामीले बजेटलाई मध्यम रकम दिएका छौं ।,0,0,0,1,0,2
4423,यो स्मार्टवाचको ब्याट्री ब्याकअप अपेक्षित भण्डा कम रिक्सा हो।,0,0,0,0,0,2
4424,"आज साथीहरूसँग धेरै समयपछि भेट भयो, रमाइलो गफगाफ भयो",0,0,0,0,0,1
4425,आज धेरै समयपछि पुरानो साथी भेट्दा रमाइलो लाग्यो।,0,0,0,0,0,1
4426,यस पाठ्यक्रमको सिद्धान्त भाग धेरै बोरिंग छ।,0,0,0,0,0,2
4427,सप्ताहन्तमा मेरो परिवार बाहिर गएर एकअर्कालाई चिन्ने वरिपरि घुमे।,0,0,0,0,0,1
4428,हामी lagdaina खान जाँदैछौं,1,1,0,0,0,5
4429,रेस्टुरेन्ट सेवामा पैसा खर्च गरिरहन्छौ तर बेकार हुन्छ।,0,0,0,0,0,2
4430,"यो मुस्लिम हरु जहा गए नी आफनो रिंग बढौना मात्र खोज्सन, भोली बचाको हिन्दू हरु लाई नी लकेड़क्सन यिनिहरु लाइ यो बधि भण्डा पहिला नै लकेडनु प्रक्सा देश बाता संस्कृति बचाउना",1,0,1,0,0,5
4431,दलित हारु साधाई पाक्सी,0,1,0,0,0,4
4432,यो कम्पनीले कर्मचारीको समस्या सुन्नुपर्छ।,0,0,0,0,0,2
4433,आज बिहानको हावाले मलाई पुरानो गाउँको याद दिलायो।,0,0,0,0,0,1
4434,"सबै प्रकारका मांक्से संगै बसानु पर्क्षा, बल्ला पो नेपाल नेपाल हांक्सा",0,0,0,0,0,1
4435,Taile afno assignment aru bata copy gareko sablai tha xa.,0,0,0,0,1,3
4436,तपाईंले प्रसंग बाहिर ल्याएर बहसलाई मोडियो।,0,0,0,0,1,2
4437,नेपालको रैथेन कला तथा हस्तकलाका सामग्रीको अन्तर्राष्ट्रिय बजारमा ठूलो माग रहेकोले यस्ता स्वदेशी उद्योगलाई प्रवद्र्धन गर्न सरकारले अनलाइन प्लेटफर्म र एक्सपोको व्यवस्था गर्नुपर्छ ।,0,0,0,0,0,1
4438,म सहमत छु,0,0,0,0,0,1
4439,christian haru desh ko satru,1,0,1,0,0,5
4440,यो मेयर भ्रष्ट हो यो रास्ता को निर्माण थुलो काण्ड येस्को छ,0,0,0,1,0,4
4441,musalman haru sanga business garnu hudaina iniharu ko dil ma dhoka ra kapata matra hunxa sabailai lna khojxan yo dharma ko manxe thag hunu prxa sa iniharu,1,0,1,0,0,5
4442,गाउँमा नयाँ पुल बनेपछि आवतजावत सहज भएको छ ।,0,0,0,0,0,1
4443,यो ब्यान्डले धर्म प्रचार गर्न थाल्यो,0,0,1,0,0,4
4444,संसद बिठान गरनु पर्क्सा भने येही प्रधानमन्त्री होना रा,0,0,0,1,0,2
4445,बाहुन हारु लाइ मात्र साराबाई सुविधा,0,1,0,0,0,4
4446,आजा काठमाडौ मा बिहान ढेरै बरसा पक्सी ताजा हिमपात जसो शीतल हावा चल्यो कास्तो स्वच्छ सबाइको दिन रमाइलो वायो होला ट्र्याकिङ जसै लाग्यो रिङ रोड घुम्दा नी यात्रा,0,0,0,0,0,1
4447,"भाउजु, म तपाईलाई यो संसारमा शुभकामना दिन्छु।",1,1,0,0,0,5
4448,"यो पोडकास्ट सुन्दै गर्दा, समय कसरी बित्यो पत्तै भएन।",0,0,0,0,0,1
4449,मेरो कुरा नमाने ला थन्कोट को दादा कटैदिन्सु,1,0,0,0,1,4
4450,यो भिडियोको editing quality ramro xa tara audio weak xa.,0,0,0,0,0,2
4451,शिक्षा ऐनमै शिक्षा शिक्षकको माग पूरा गर्ने व्यवस्था गरिनुपर्छ,0,0,0,0,0,1
4452,ta खाताहरू,1,0,0,0,1,4
4453,हिजोको म्याच रेफ्रीको निर्णय एकदम शंकास्पद लाग्यो ।,0,0,0,0,0,3
4454,"हिजो बैंकमा दुई घण्टा लाइनमा उभिएपछि अन्ततः एउटा साधारण काम पूरा भयो, यसलाई डिजिटल युग भनिन्छ तर अनुभव उस्तै छ ।",0,0,0,0,0,3
4455,"यो नेता खुला डाकू हो, पासपोर्ट चोर्छ, भित्र पसेर खान्छ, नक्कली परिचय बनाउछ, ढोका खोल्यो भने बिचमा देशद्रोही र डाकू बन्छ ।",1,0,0,1,0,4
4456,क्रिश्चियन को भर हुदैना,0,0,1,0,0,4
4457,"तिमीले बहस जित्न खोज्यौ, विषय बुझ्न होइन।",0,0,0,0,1,3
4458,मेरो दिमागले कहाँ प्रतिक्रिया दिन्छ?,0,0,0,0,0,2
4459,यो मन्त्रीले फेरि उही पुरानो बहाना बनायो,0,0,0,1,0,2
4460,"मुस्लिम जिहादी हरु ले नेपाल नै कव्जा गर्न लागिसके, होसियार!",1,0,1,0,0,5
4461,hindu haru murkha,0,0,1,0,0,4
4462,यो अनलाइन फूड डेलिभरी एप ले एक्स्ट्रा प्लेटफर्म शुल्क लिनक्सा तारा डिलिवरी राइडर ले झिले लेट गारियो भानेरा कल गार्सा कास्तो सबैभन्दा खराब परिचालन व्यवस्थापन टाट लाग्यो एप क्र्यास,0,0,0,0,0,2
4463,यो नयाँ bus route ले धेरै यात्रुलाई सहज बनाएको छ।,0,0,0,0,0,1
4464,यो नेताले करोडौं लगानी गरे भ्रष्ट ! ५० करोडको जलविद्युत आयोजनामा ​​उनले सबै पैसा गुमाए र यसरी जनता अन्त्यको बाटोमा छन् ।,1,0,0,1,0,4
4465,तिमीलाई सबै कुरा थाहा छ जस्तो व्यवहार गर्ने बानी अलि घटाऊ।,0,0,0,0,1,2
4466,सेलिब्रेटी थन्क्साका लागि यो निषेध गरिएको छ।,0,0,0,0,1,5
4467,यो स्मार्ट घडी ब्रान्ड को स्टेप ट्र्याकर कुल नक्कली रैक्सा साइकल चलुदा नी स्वचालित स्टेप काउन्ट बधिरक्ष ब्याट्री लाइन नि 1 दिन मात्रा x सबैभन्दा खराब खरीद निर्णय लागो मलाइ टाट,0,0,0,0,0,2
4468,यो सांसद अपराधी हो।,0,0,0,1,0,4
4469,हिजोको यात्रा थकाइलाग्दो थियो तर दृश्य सुन्दर थियो।,0,0,0,0,0,1
4470,"आफ्नो पार्टीमा मन्त्री भए ५०% कमिसन खाएर, बेकारका सामाग्री प्रयोग गरेर डाँका नेता बन्ने ।",1,0,1,0,0,5
4471,Social media ma misinformation dherai xa.,0,0,0,0,0,3
4472,हामीले स्थानीय व्यवसायलाई पनि सहयोग गर्नुपर्छ।,0,0,0,0,0,1
4473,"फोनलाई ब्याट्री 100% भएको बताउदै, यसलाई 20% मा झर्न 2 घण्टा लाग्छ।",0,0,0,0,0,2
4474,"तिमीले आफूले नगरेको कामको श्रेय लिन खोज्यौ, त्यो एकदम गलत हो",0,0,0,0,1,3
4475,खातामा पोस्ट गर्नुहोस्,0,0,0,0,1,4
4476,Aru ko opinion pani sunam,0,0,0,0,0,1
4477,पार्टी अध्यक्ष प्रमाणित अपराधी हुन्,0,0,0,1,0,4
4478,kami haru sadhai yestai hun.,0,1,0,0,0,5
4479,khate kukur jasto karauna xod,1,0,0,0,1,5
4480,तिमि जस्तो बदमासले पुरै समुहलाई बर्बाद गरिदियो ।,0,0,0,0,1,4
4481,यो एप अपडेट गरेपछि ब्याट्री सकिन थाल्यो।,0,0,0,0,0,2
4482,आज गाउँमा नयाँ खानेपानी लाइन जोडिएको खबर आयो।,0,0,0,0,0,1
4483,यो नेता खुलेआम चोर हो ।,0,0,0,1,0,4
4484,तपाईको जन्मदिनको शुभकामना,0,0,0,0,0,1
4485,Digital payment sajilo bhayo tara fraud ko risk pani badheko xa.,0,0,0,0,0,3
4486,यी मेयरले कमिसन लिएर ठेक्का दिएका हुन् ।,0,0,0,1,0,4
4487,आजकल AI ko naam ma j pani marketing garna thaleka xan.,0,0,0,0,0,3
4488,यस्तो देखिन्छ कि तपाईंले आफ्नो अघिल्लो भनाइ बिर्सनुभयो।,0,0,0,0,1,2
4489,मुस्लिम जाति सबाई बिदेशी एजेन्डा लियारा नेपाल मा भाइरस फेलौना आयेका हुन इनिहारु लै नेपाल मा धरै अधिकार दिन हुदैना चित्तो खेदेनु पराक्ष नत्र शान्ति नास्ता हुन्सा ब्रोस,1,0,1,0,0,5
4490,damai kami haru lai dherai mathi chadhauda sanskriti nasta vayo,1,1,0,0,0,5
4491,Tero tyo fohor si face dda kukur le ni mutxa hola comment ma aayera dherai hero naban @manchhe_xyz tero real address low level ko cyber branch ma submit gari sake bholi her,1,0,0,0,1,5
4492,आज खेतमा पानी पुगेपछि गाउँका किसानहरु खुसी देखिएका छन् ।,0,0,0,0,0,1
4493,"नेपालमा जलविद्युतको सम्भावना धेरै छ तर राजनीतिक अस्थिरताका कारण विदेशी लगानीकर्ताहरू आउन डराइरहेका छन्, यदि यो क्षेत्रलाई राम्रोसँग चलाउने हो भने देश धनी हुन समय लाग्दैन",0,0,0,1,0,2
4494,"आज बिहानको हिडाई एकदमै ताजा थियो, ताजा महसुस भयो",0,0,0,0,0,1
4495,तँलाई हेर्दा जिम्मेवारी भन्ने कुरा नै छैन जस्तो लाग्छ।,0,0,0,0,1,3
4496,पहाड कहाँ छ?,1,0,0,0,0,4
4497,यस वर्ष गाउँमा पहिलो पटक ड्रोनबाट मल बिछ्याइएको छ । पुराना किसानहरू सुरुमा अचम्ममा परे तर कामको गति देखेपछि धेरैले चासो देखाए।,0,0,0,0,0,1
4498,यो ग्रुप लाइ रोकना पर्क्सा,1,0,0,0,0,4
4499,"यो मन्त्री ले कोटी कोटी घोटाला गरको छ, प्रमन् सित लिनु पर्यो",0,0,0,1,0,4
4500,मुस्लिम हरु संग व्यापार गर्नू हुदैना इनिहारु को दिल मा धोका रा कपता मात्रा हुन्सा सबलाइ ल्ना खोज्सन यो धर्म को मांक्से ठग हुनु प्रक्सा सा इनिहारु फोहोर,1,0,1,0,0,5
4501,दलितहरू एकअर्कालाई विश्वास गर्न असमर्थ छन्।,0,1,0,0,0,5
4502,विद्यालयहरूले खेलकुदमा पनि ध्यान दिनुपर्छ ।,0,0,0,0,0,1
4503,यस कम्पनीले ग्राहकको प्रतिक्रिया सुन्न आफ्नो बानी सुधार गर्नुपर्छ।,0,0,0,0,0,2
4504,मूल्य अलि बढी थियो,0,0,0,0,0,2
4505,यो नेता झुटो बोल्छ,0,0,0,1,0,2
4506,बहुह हरु लाई मत्रा सबी थोलक चानक्सा अरु जात ता मंक्से होना,1,1,0,0,0,4
4507,"त्यसैले त तिम्रो मन तिम्रो विद्यालयमा छ, म पछाडी परेछु होला @user_id_49, कति मुर्ख छौ, कति निडर छौ कमेन्ट गर्दा।",1,0,0,0,1,4
4508,Timi lai afule nagareko kaam ko credit lina kasto rmailo lagya k sabaile dekhya xan kasle kati mehenat garya thiyo so nabhane ni thaha xa stop this show off bro tait,0,0,0,0,1,2
4509,"यो पुरानो नया नया सब कुरा हो, कसैको के काम ज़ैना",0,0,0,1,0,3
4510,"यो जात को माँक्से हारु कहिल्यै सुध्रिदानन, इनिहारु को बनी यसै हो",1,1,0,0,0,5
4511,सरकार यस्तो अराजकतामा बाँचिरहेको छ,1,0,0,1,0,4
4512,यो सुविधा उपयोगी xa,0,0,0,0,0,1
4513,मलाई तेरो त्ययो सि अनुहर डेरा कुकुर पानी भाग्क्षा होला कमेन्ट मा आयरा धरै विज्ञ नबान तेरो रियलिटी मा भोली लीक गरिरक्सु एफबी मा तेरो इज्जत च्याट परक्सु साँ*था,1,0,0,0,1,5
4514,"kami haru talai nai hun, mathi uthna khojda thacharnu parxa",1,1,0,0,0,5
4515,फ्रीलान्सिङ सुरु गरेपछि ६ महिना लाग्यो र क्लाइन्ट मिल्यो ।,0,0,0,0,0,1
4516,‘मैले गोली हान्न आदेश दिएको होइन’ भन्दै केपी ओलीले उन्मुक्ति पाउने छैनन् ।,0,0,0,1,0,2
4517,यो मलाई वास्ता छैन,0,0,0,0,0,1
4518,दलित लाइ मन्दिर सिन्ना नदीनु,1,1,0,0,0,5
4519,"मधेसी लाइ विश्वास गर्ना सकिदैना, इनिहरु को दिल मा दुख हुंक्सा",1,1,0,0,0,5
4520,tero comment padhera haso uthyo,0,0,0,0,1,4
4521,आजको यात्रा अविस्मरणीय रह्यो ।,0,0,0,0,0,1
4522,मुस्लिमहरूको लागि विश्वास निर्माण,1,0,1,0,0,5
4523,आज मौसम सफा थियो भने पहाड पनि स्पष्ट देखिन्थ्यो ।,0,0,0,0,0,1
4524,बधाई छ हाम्रो विद्यार्थी समुहलाई आज पशुपति मन्दिर भित्र सरसफाई अभियान आयोजना गरेकोमा डिजिटल र सामाजिक कार्यको उच्च प्रशंसा गर्द छ तपाई साथीहरु नेपाल,0,0,0,0,0,1
4525,सहरमा पैदल यात्रुका लागि थप फुटपाथ आवश्यक देखिन्छ।,0,0,0,0,0,2
4526,madhesi lai desh ko maya hudaina,1,0,0,0,0,5
4527,यो पत्रकारले पैसा लिएर समाचार बनाएको जस्तो लाग्छ ।,0,0,0,1,0,4
4528,"तपाईंले नगरेको कुराको श्रेय लिन खोज्दै हुनुहुन्छ, त्यो पूर्ण रूपमा गलत हो",0,0,0,0,1,3
4529,तिमीलाई जन्मदिनको शुभकामना,0,0,0,0,0,1
4530,यो मोबाइल अपडेटेड प्याक्सी ब्याट्री ब्याकअप कुल आपदा भयो २ घण्टा नी चल्दैना कसो बेकर सफ्टवेयर परीक्षण गरको होला टीम ले तैत लाग्यो फोन प्रयोग गर्ना नि सा फोन,0,0,0,0,0,2
4531,मुस्लिम हारु लाइ देश बता निकालनु पर्सा,1,0,1,0,0,5
4532,आजको खेल निकै रोमाञ्चक रह्यो,0,0,0,0,0,1
4533,यो धर्मलाइ रोकना परक्सा,0,0,1,0,0,5
4534,कुनै पनि दाबी प्रमाण बिना स्वीकार गर्न सकिँदैन।,0,0,0,0,0,1
4535,प्रत्येक व्यक्तिलाई सम्मानपूर्वक बाँच्ने अधिकार छ।,0,0,0,0,0,1
4536,महान भतिजा,0,0,0,0,0,1
4537,दलित हारु लाइ विश्वास गर्ना गारो,0,1,0,0,0,5
4538,मोटोको हरम खुला छ,0,0,0,0,0,2
4539,नेपालले जितोस् भन्ने चाहन्छु,0,0,0,0,0,1
4540,"muslim jati nai yo sansar ko thulo samasya ho, jaha gae ni bomb daune ra terrorist activity grxan iniharu lai nepal ma basne kunai adhikar xaina khhednu prxa",1,0,1,0,0,5
4541,यस सफ्टवेयरको स्थापना प्रक्रिया अनावश्यक रूपमा जटिल देखिन्थ्यो।,0,0,0,0,0,2
4542,yo samudaay lai bhar parna mildaina,1,0,0,0,0,4
4543,जनता संग राम्रो अन्तर्वार्ता,0,0,0,0,0,1
4544,फेरी फेक स्क्रिनसट खाएर हिरो बनना खोजी,1,0,0,0,1,4
4545,मेरो कमेन्टले तपाईको दिमाग बिगारेको छ भाइ।,0,0,0,0,1,5
4546,"बाहुन मलाई आफुलाइ के ठुलो ठाँउ छास, तिमराई जान ले देश को पुरा जग्ग्या घुस खैरा साकी साक्यो टिमरो त्यो ढोंगी संस्कार अचेल कसैले पत्याउदिन सा",1,1,0,0,0,5
4547,"Yo mantri le rajinama dinu parxa, yesko bhrastachar ko audio lk bhayo",0,0,0,1,0,3
4548,तपाईंले कमेन्ट सेक्सनमा अरूलाई पढ्न सिकाउनुहुन्थ्यो तर आफ्नै लेखनमा आधारभूत तथ्यगत गल्तीहरू गर्नु अलिक हास्यास्पद देखिन्छ।,0,0,0,0,1,3
4549,"Aaja first time pottery workshop attend gare, interesting experience rahyo.",0,0,0,0,0,1
4550,सबैलाई थाहा छ यो मन्त्री घुसखोर हो।,0,0,0,1,0,4
4551,म तुलना गरना संग कुकुर भेट्टाउन सक्दिन।,1,0,0,0,1,5
4552,मधेसीलाई हेप्ने बानी अझै गएको छैन,0,0,0,0,0,2
4553,कामी हारु बेकार,0,1,0,0,0,5
4554,आज खेतमा पानी पुगेपछि किसानहरु खुसी देखिएका छन् ।,0,0,0,0,0,1
4555,"यो प्रधानमन्त्री खुल्ला निर्देशन गरेर देशको राजा हो, सिमानाले भारतको जमिन किनेर जेलमा परेका जनतालाई बेचेको तिमी मात्रै हो ।",0,0,0,1,0,4
4556,khate fake screenshot halxa,0,0,0,0,1,4
4557,"यो नेताले निर्वाचित भएर देशलाई खुलेआम लुटिरहेको छ, निर्दोषको खजाना चोरेर घूस लिएर बेचेको छ, यो देश विरोधी नेताको डाँकु हो ।",1,0,0,1,0,4
4558,त्यसैले त मेरो मुख बन्द छ @kamal_99 jpt बोले पक्सी सबाइले थोनपा म हुन त जसो अल्लारे है को थाहा जीवनको वास्तविकता के हो गया है गयारा बस होरे,1,0,0,0,1,5
4559,तपाईं तथ्यहरू भन्दा अनुमानलाई बढी महत्व दिनुहुन्छ। एउटै स्क्रिनसटको आधारमा यति ठुलो निष्कर्ष निकाल्नु अलि अलि पहिले नै हो कि होइन र ?,0,0,0,0,1,3
4560,सडक विस्तार राम्रोसँग हुनुपर्छ,0,0,0,0,0,1
4561,एक muji विशेषज्ञ खोज्नुहोस्।,0,0,0,0,1,5
4562,"ढुङ्गा र गिट्टीको उत्खनन सहि ठाउँमा र सहि लागतमा गर्नुपर्छ, नत्र सडक घरको संरचना कस्तो होला ? माटो लिने ? यति धेरै हिमाल हुँदा मानिसहरूले चर्को मूल्यमा ढुङ्गा किन्नुपर्छ भन्ने कुरा मलाई मन पर्दैन।",0,0,0,0,0,2
4563,तपाईं सधैं अरूको कामलाई कम मूल्याङ्कन गर्नुहुन्छ।,0,0,0,0,1,2
4564,हिजोको कन्सर्ट रमाइलो थियो तारा साउन्ड सिस्टम कमजोर लग्यो ।,0,0,0,0,0,3
4565,Virtual reality headset lagaera historical site ko digital tour gareko thiye। Physically jana nasake pani thuprai kura visualize garna sajilo bhayo।,0,0,0,0,0,1
4566,यो संसद खुला मुख छ,0,0,0,1,0,4
4567,"फिल्म को ट्रेलर विरासतमा रामराई लाग्यो, रिलिज पक्सी हरना पर्सा ।",0,0,0,0,0,1
4568,muslim sanga kahile namila,0,0,1,0,0,5
4569,"नेपालमा मुस्लिमहरुको जनसांख्यिक परिवर्तनका कारण हरेक पहाडका मस्जिद भत्काएका छन्, आफ्नो देशमा भाइरस फैलिएका छन्, उनीहरुलाई संस्कृत भाइरसको संक्रमण भएको छ ।",1,0,1,0,0,5
4570,क्रिश्चियन हारु प्रति घ्रिना लगसा,0,0,1,0,0,5
4571,खाना वितरण को गुणस्तर घाटदै xa।,0,0,0,0,0,3
4572,"यो भिडियो हेरेपछि पहिलो पटक पहाडी समुदायका व्यक्तिले आफ्नो मनबाट हामी मधेसी हौं भन्छन् 
यस प्रकारको भिडियो बनाएकोमा मैले Tq लाई सम्मान गरेको जस्तो लाग्छ",0,0,0,0,0,1
4573,यो सांसदको डिग्री नक्कली हो ।,0,0,0,1,0,4
4574,तपाईं जस्ता मानिसहरूसँग काम गर्नु धैर्यताको परीक्षा हो।,0,0,0,0,1,3
4575,"काठमाडौँको वायु प्रदूषण निकै बढेको छ, बाहिर निस्किँदा मास्क अनिवार्य लगाउनुहोला नत्र श्वासप्रश्वासको समस्या हुन सक्छ, सबैले आफ्नो स्वास्थ्यको ख्याल राखौँ",0,0,0,0,0,1
4576,नेपाल मैले अहिलेसम्म गरेको सबैभन्दा राम्रो देश हो,0,0,0,0,0,1
4577,"यी प्रधानमन्त्रीले बारम्बार झुट बोलेका छन्, आफ्नो घर र बचत विदेशमा लगेका छन् ।",0,0,0,1,0,4
4578,अनलाइन बैठक को बेला माइक्रोफोन म्यूट गर्ना बिर्सिने मन्च हरु को पृष्ठभूमि शोर ले कहिलेकै पुरा चर्चा डिस्टर्ब गरिडिन्क्सा।,0,0,0,0,0,2
4579,क्रिस्चियन दलाल हरु डलर को लोभ मा हमरो पुरानो संस्कार र संस्कार नष्ट गारना लागे इनिहरु ल्यायो गाई बाट निकलेरा नु पार्क बिदेशी गुरु को कुत्ते हुन इनीहरु सबाई दलाल,1,0,1,0,0,5
4580,"भाउजु तिमीले देशको रक्षा गर्नु छ, सबै कुरा ठुलो छ, तिमी त्यता जादै छौ ।",1,1,0,0,0,5
4581,बुहारीको बुद्धिमत्ता परीक्षण हुनुपर्छ ।,0,1,0,0,0,4
