English,Arabic
Two dogs playing with a stick in the water .,اثنان من الكلاب يلعبان بعصا في الماء.
Two dogs running through the water with a stick .,اثنان من الكلاب يركضان عبر الماء بعصا.
A baby in blue pants is sitting on a red slide .,يجلس طفل يرتدي السراويل الأزرق على شريحة حمراء.
A little boy in a blue jumper is playing on a red plastic toy that looks like a slide .,يلعب صبي صغير في الطائر الأزرق على لعبة بلاستيكية حمراء تشبه الشريحة.
A small baby boy sitting on a slide .,طفل صغير يجلس على شريحة.
A small child wearing light blue overalls sits on a red slide .,طفل صغير يرتدي وزرة زرقاء فاتحة يجلس على شريحة حمراء.
A toddler in a light blue overall sits at the top of a red plastic slide .,يجلس طفل صغير باللون الأزرق الفاتح بشكل عام في الجزء العلوي من شريحة بلاستيكية حمراء.
A girl making a sad face standing in front of her tricycle,فتاة تصنع وجهًا حزينًا يقف أمام دراجتها الثلاثية
A little girl in a pink shirt about to cry,فتاة صغيرة في قميص وردي على وشك البكاء
A little girl with mud on her face cries .,فتاة صغيرة مع الطين على وجهها تبكي.
A young girl with dirt on her face and a red child 's bike is in the background .,فتاة صغيرة مع الأوساخ على وجهها ودراجة الطفل الأحمر في الخلفية.
The girl in a pink top is standing next to a red tricycle looking like she is about to cry .,تقف الفتاة في قمة وردية بجوار دراجة ثلاثية العجلات حمراء تبدو وكأنها على وشك البكاء.
A mountain biker in red is riding on a woodland path .,يركب راكب الدراجة النارية الجبلية باللون الأحمر على مسار الغابات.
A person rides a bicycle through a forest trail .,شخص يركب دراجة من خلال ممر الغابات.
A red shirted bike rider rounds a corner on a trail in the woods .,يربط راكب الدراجة الحمراء بزاوية على درب في الغابة.
Biker riding through the forest .,راكب الدراجة النارية يركب عبر الغابة.
The person in the red is on a bike .,الشخص في اللون الأحمر على دراجة.
Four men are standing outside in front of a fence .,أربعة رجال يقفون في الخارج أمام السياج.
Four people are looking through a fence .,أربعة أشخاص يبحثون من خلال السياج.
People are standing next to a chain link fence .,يقف الناس بجانب سياج رابط السلسلة.
Several men are watching something through a fence .,العديد من الرجال يراقبون شيئًا من خلال السياج.
Young men looking through a fence .,الشباب ينظرون من خلال السياج.
a man dragging between two horses holding on to the horse on his right,رجل يجر بين خيالين تمسك بالحصان على يمينه
A man falls off his horse on a racetrack .,رجل يسقط حصانه على مضمار سباق.
A person is kneeling between two horses,الشخص يركع بين اثنين من الخيول
A rodeo contestent being drug between two horses .,متسابق روديو يجري المخدرات بين خيلين.
Cowboy in blue and red pants getting bucked off a horse .,رعاة البقر في السراويل الأزرق والأحمر تحصل على حلب من الحصان.
A dog is running through a park,الكلب يركض من خلال حديقة
"""A little white dog runs outside , their ears blown back in the wind .""","""يركض كلب أبيض صغير في الخارج ، وآذانهم في مهب الريح."""
A small white dog running .,كلب أبيض صغير يركض.
A white dog running through the grass .,كلب أبيض يمر عبر العشب.
A white dog with a collar is running .,كلب أبيض مع طوق يعمل.
A boy mountain bikes down a trail .,دراجات جبلية صبي أسفل درب.
A dirt biker goes down a dirt hill .,راكب الدراجة النارية الترابية ينخفض ​​إلى تل الأوساخ.
A person rides his mountain bike down a steep hill in the woods .,شخص يركب دراجته الجبلية أسفل تلة شديدة الانحدار في الغابة.
A person with a helmet is riding a bike i the grass and dirt .,شخص لديه خوذة يركب دراجة أنا العشب والأوساخ.
The man races his bike down the hill .,الرجل يسابق دراجته أسفل التل.
Many people riding a hanging roller coaster .,كثير من الناس يركبون السفينة الدوارة المعلقة.
People are upside-down on a roller coaster .,الناس رأسا على عقب على السفينة الدوارة.
People hang upside down as a roller coaster executes a spiral loop-the-loop .,يعلق الناس رأسًا على عقب بينما ينفذ السفينة الدوارة حلقة حلزونية.
"""The roller coaster is going through a twist , turning the people upside down .""","""تمر السفينة الدوارة من خلال تطور ، وتحول الناس رأسًا على عقب""."
"""This is a twisting , turning roller coaster ride , filled with people .""","""هذه رحلة ملتوية ، تتحول إلى السفينة الدوارة ، مليئة بالناس."""
A group of people riding a roller coaster upside down .,مجموعة من الأشخاص الذين يركبون السفينة الدوارة رأسًا على عقب.
A group of people riding a yellow roller coaster .,مجموعة من الناس يركبون السفينة الدوارة الصفراء.
Many people on a roller coaster ride are flipped upside down over a white track .,يتم قلب الكثير من الناس في رحلة السفينة الدوارة رأسًا على عقب على مسار أبيض.
People ride upside-down on a roller coaster .,يركب الناس رأسًا على عقب على السفينة الدوارة.
There are multiple people going over a loop on an inverted roller coaster .,هناك العديد من الأشخاص الذين يتجاوزون حلقة على السفينة الدوارة المقلوبة.
A dog is a body of water .,الكلب هو جسم ماء.
A dog running through the water .,كلب يمر عبر الماء.
A dog swimming .,كلب يسبح.
This dog is jumping through the water .,هذا الكلب يقفز عبر الماء.
Wet dog jumping in water,الكلب الرطب يقفز في الماء
A little girl is holding a cellphone up to her ear .,فتاة صغيرة تحمل هاتفًا محمولًا لأذنها.
A little girl is talking on a cellphone on the floor of a living room .,فتاة صغيرة تتحدث على هاتف محمول على أرضية غرفة المعيشة.
A little girl listens to a cellphone .,تستمع فتاة صغيرة إلى هاتف محمول.
A small child in an Izod shirt holds a cellphone to her ear .,طفل صغير في قميص Izod يحمل هاتفًا محمولًا على أذنها.
A young girl is talking on a cellphone .,فتاة صغيرة تتحدث على هاتف محمول.
A boy in a party hat splashes in the water .,صبي في قبعة الحفلات ينفجر في الماء.
A boy wearing a birthday hat plays in a puddle .,صبي يرتدي قبعة عيد ميلاد يلعب في بركة.
A little boy in blue is playing in a stream .,طفل صغير باللون الأزرق يلعب في تيار.
A little boy wearing a blue stiped shirt has a party hat on his head and is playing in a puddle .,صبي صغير يرتدي قميصًا ترتديًا أزرقًا لديه قبعة حفلة على رأسه ويلعب في بركة.
A young kid is jumping in a puddle .,طفل صغير يقفز في بركة.
A group of people are standing in a line looking off in different directions .,مجموعة من الناس يقفون في خط يبحثون في اتجاهات مختلفة.
A group of people are standing together on the pavement .,مجموعة من الناس يقفون معًا على الرصيف.
A group of people stand in a loose line on a brick ground .,مجموعة من الناس تقف في خط فضفاض على أرض الطوب.
A group of people stand in a line on the concrete tiles .,مجموعة من الناس تقف في خط على البلاط الخرساني.
The people are waiting in line .,الناس ينتظرون في الطابور.
A group of people who are naked and riding bikes in the streets .,مجموعة من الأشخاص العراة وركوب الدراجات في الشوارع.
A naked man rides a bike .,رجل عاري يركب دراجة.
Naked people riding bikes .,الناس عراة ركوب الدراجات.
The man leading cyclist through the city streets is butt naked .,الرجل الذي يقود الدراج في شوارع المدينة عارية.
Three naked people ride bicycles in a city street while law enforcement and a crowd looks on .,ثلاثة أشخاص عراة يركبون الدراجات في شارع المدينة بينما ينظر تطبيق القانون والحشد.
A sheepdog barks at a cow .,ينطلق الراعي على بقرة.
A small dog barks at a brown and white cow .,كلب صغير ينبح على بقرة بنية وأبيض.
a small dog is barking into a cow 's ear .,كلب صغير ينبح في أذن بقرة.
A small grey dog is in the grass with a brown cow .,كلب رمادي صغير في العشب مع بقرة بنية.
The little dog is going after the bull .,الكلب الصغير يتبع الثور.
"""A dog flies through the air , preparing to catch a ball .""","""يطير كلب عبر الهواء ، ويستعد للقبض على الكرة."""
A small dog jumping up to meet a yellow soccer ball .,كلب صغير يقفز لتلبية كرة كرة القدم الصفراء.
A white dog jumping after a flying yellow ball .,كلب أبيض يقفز بعد كرة صفراء طيران.
The small dog is playing with a large ball on the grass .,يلعب الكلب الصغير مع كرة كبيرة على العشب.
White dog in midair next to a large yellow ball .,الكلب الأبيض في الجو بجانب كرة صفراء كبيرة.
A boy poses for the camera at a party .,يطرح صبي للكاميرا في حفلة.
A child is having a good time at the wedding reception .,الطفل يقضي وقتًا ممتعًا في حفل زفاف.
A child stands in front of a dancing wedding party .,يقف الطفل أمام حفل زفاف الرقص.
A little boy is standing in front of a wedding party laughing .,صبي صغير يقف أمام حفل زفاف يضحك.
The child has his mouth open and is surrounded by adults dancing .,الطفل يفتح فمه ويحيط به البالغين يرقصون.
"""A fluffy white and brown puppy is playing with a white , curly haired puppy .""","""جرو أبيض وبني رقيق يلعب مع جرو ذو شعر أبيض مجعد."""
A spotted dog butting a white dog with his head .,كلب رصدت يلهم كلبًا أبيض برأسه.
A white dog and a white and brown puppy playing .,كلب أبيض وجرو أبيض وبني يلعب.
Two dogs are playing together .,اثنان من الكلاب تلعب معا.
Two dogs play with one another on the lawn .,يلعب كلابان مع بعضهما البعض على العشب.
A brown dog jumps high in the grass .,كلب بني يقفز عالياً في العشب.
A brown dog jumps high on a field of grass .,كلب بني يقفز عالياً على حقل من العشب.
a brown dog jumps into the grass .,كلب بني يقفز إلى العشب.
A dog is jumping in the air in a field of grass .,الكلب يقفز في الهواء في حقل من العشب.
A red dog jumping up in a field of tall grass .,كلب أحمر يقفز في حقل من العشب طويل القامة.
A group of cars parked on a hill,مجموعة من السيارات متوقفة على تل
A group of off road vehicles parked together high in the mountains .,مجموعة من مركبات الطرق الوعرة متوقفة معا في الجبال.
A group of vehicles are parked on a hill in the fall .,مجموعة من المركبات متوقفة على تل في الخريف.
A line of off-road vehicles is parked on the hill outside a wooded area .,هناك خط من المركبات على الطرق الوعرة متوقفة على التل خارج منطقة مشجرة.
Many cars parked on a mountain .,العديد من السيارات متوقفة على جبل.
A dog is wading through deep water while holding a stick .,الكلب يتجول في الماء العميق أثناء حمل عصا.
A white and brown dog is carrying a stick in the water .,كلب أبيض وبني يحمل عصا في الماء.
A white dog with a brown spot over one eye in a pool of blue water with a stick in its mouth .,كلب أبيض مع بقعة بنية على عين واحدة في بركة من الماء الأزرق مع عصا في فمه.
A white dog with brown spots on his face with a stick in his mouth swimming in water .,كلب أبيض مع بقع بنية على وجهه مع عصا في فمه يسبح في الماء.
The white dog brings a stick from the water .,الكلب الأبيض يجلب عصا من الماء.
"""A little boy blows bubbles , which are held by a young woman""","""صبي صغير يفجر الفقاعات التي تحتفظ بها امرأة شابة"""
A little boy with brown curly hair is blowing bubbles with a wand held by a girl .,صبي صغير ذو شعر مجعد بني يهب فقاعات بعصا تحتفظ بها فتاة.
A small boy blows bubbles through a wand held by his mother .,صبي صغير يفجر الفقاعات من خلال عصا تمسك بها والدته.
A woman holding a bubble wand for the child to blow bubbles from .,امرأة تحمل عصا الفقاعة للطفل لتفجير الفقاعات.
A woman holds a bubble wand while a toddler blows bubbles .,امرأة تحمل عصا الفقاعة بينما يضرب طفل صغير فقاعات.
A child with a yellow shirt riding a yellow bike in a city .,طفل مع قميص أصفر يركب دراجة صفراء في المدينة.
a little boy is riding a yellow bicycle across a town square .,صبي صغير يركب دراجة صفراء عبر ميدان المدينة.
A small boy in yellow rides a bike very fast on a brick road .,صبي صغير يرتدي صفراء يركب دراجة بسرعة كبيرة على طريق من الطوب.
A small child wearing yellow rides his yellow bike in a city center .,طفل صغير يرتدي أصفر يركب دراجته الصفراء في وسط المدينة.
Little boy riding yellow bicycle in a lightly crowded plaza .,صبي صغير يركب دراجة أصفر في ساحة مزدحمة.
A black dog fetches a dead bird .,كلب أسود يجلب طائر ميت.
A black dog in the grass is holding a bird in his mouth .,كلب أسود في العشب يحمل طائرًا في فمه.
A black dog is holding a bird in his mouth .,كلب أسود يحمل طائرًا في فمه.
A black dog is holding a black bird in his mouth .,كلب أسود يحمل طائرًا أسود في فمه.
A black dog retrieves a bird .,الكلب الأسود يسترجع طائر.
A girl in a blue shirt leaps into the air .,فتاة في قميص أزرق تقفز في الهواء.
A girl in white pants and a blue tank top jumps .,فتاة في السراويل البيضاء وقفزات دبابة زرقاء.
An equestrian jumps in the air in the horse yard .,يقفز الفروسية في الهواء في ساحة الحصان.
"""A young woman photographed mid-jump , in a fenced area .""","""امرأة شابة صورت منتصف القفز ، في منطقة مسيجة."""
The girl is wearing a blue shirt and jumping in the air .,الفتاة ترتدي قميصًا أزرق وتقفز في الهواء.
A big tan wet dog in shallow water .,كلب رطب تان كبير في المياه الضحلة.
A brown dog gets wet in the water .,الكلب البني يحصل على رطب في الماء.
A brown dog walks through natural water .,كلب بني يمشي عبر الماء الطبيعي.
A soaking wet dog walks across a stream .,يسير كلب مبلل مبلل عبر تيار.
a wet golden retriever is walking through a lake,المسترد الذهبي الرطب يسير عبر البحيرة
"""Three boys , dressed in blue and orange , are smiling and using hand signals .""","""ثلاثة أولاد ، يرتدون ملابس زرقاء وبرتقالية ، يبتسمون ويستخدمون إشارات اليد."""
Three children are laughing and playing together,ثلاثة أطفال يضحكون ويلعبون معًا
Three young boys dressed in an orange and navy shirt are smiling and doing signs with their fingers .,يبتسم ثلاثة أولاد صغار يرتدون قميصًا برتقاليًا وبحريًا ويقومون بعلامات بأصابعهم.
Three young boys flash signs with their hands and smile .,ثلاثة أولاد صغار وميضوا وييديهم وابتسامتهم.
Three young boys wearing school uniforms pose and smile for the camera .,ثلاثة أولاد صغار يرتدون الزي المدرسي يبتسمون ويبتسمون للكاميرا.
A girl in a white dress runs down a country road .,فتاة في فستان أبيض تسير على طريق ريفي.
a girl walks on a dirt street .,فتاة تمشي في شارع ترابي.
A little girl in a white dress and no shoes walks down a dirt road in America .,فتاة صغيرة في ثوب أبيض ولا تسير في طريق ترابي في أمريكا.
A woman in a white dress is walking along a long straight road .,امرأة ترتدي ثوبًا أبيض تمشي على طول طريق طويل مستقيم.
A young girl with a white dress walks down a dirt road with trees and fields on both sides of the road .,فتاة صغيرة مع فستان أبيض يسير في طريق ترابي مع الأشجار والحقول على جانبي الطريق.
A man pulling a small child out of a ball pit,رجل يسحب طفل صغير من حفرة الكرة
A man removes a boy from a ball pit while two other children and another man watch .,رجل يزيل صبيًا من حفرة الكرة بينما يشاهد طفلان آخران ورجل آخر.
An adult is pulling a child out of a ball pit .,شخص بالغ يسحب طفلًا من حفرة الكرة.
Children playing in a ball pit .,الأطفال يلعبون في حفرة الكرة.
two men are watching three children playing in a ball pit full of colored balls .,يشاهد رجلان ثلاثة أطفال يلعبان في حفرة كرة مليئة بالكرات الملونة.
a man about to throw a tennis ball to a brown dog in the grass,رجل على وشك رمي كرة تنس لكلب بني في العشب
A man gets ready to throw a ball for a dog .,رجل يستعد لرمي الكرة لكلب.
a man gets ready to throw a tennis ball for his dog .,رجل يستعد لرمي كرة تنس لكلبه.
A man has a yellow ball on a red stick .,رجل لديه كرة صفراء على عصا حمراء.
The man is throwing a tennis ball for the brown dog to fetch .,الرجل يرمي كرة تنس لكلب البني ليحضره.
A female tennis player in a purple top and black skirt swings her racquet .,لاعبة تنس أنثى في قمة أرجوانية وتنورة سوداء تتأرجح مضربها.
A female tennis player prepairing to serve the ball .,لاعبة تنس أنثى تتقدم لخدمة الكرة.
"""A woman in a purple tank top holds a tennis racket , extends an arm upward , and looks up .""","""امرأة في قمة دبابات أرجوانية تحمل مضرب تنس ، وتمتد ذراعًا لأعلى ، وتنظر لأعلى""."
A woman wearing a purple shirt and holding a tennis racket in her hand is looking up .,امرأة ترتدي قميصًا أرجوانيًا وتمسك بمضرب تنس في يدها تبحث.
Girl is waiting for the ball to come down as she plays tennis .,الفتاة تنتظر أن تنزل الكرة وهي تلعب التنس.
Two boys in denim play with hula hoops,اثنين من الصبيان في الدنيم يلعب مع هولا الأطواق
Two boys play with a hula hoop in the yard .,يلعب صبيان مع طوق هولا في الفناء.
Two children are playing in the yard and one has hula hoops around him .,طفلان يلعبان في الفناء وواحد لديه أطواق هولا من حوله.
Two children with hula-hoops .,طفلان مع هولا هوبس.
Two young boys playing with hula-hoops .,صبيان صغيرين يلعبان مع هولا هوبس.
A little boy takes a picture at the park .,صبي صغير يلتقط صورة في الحديقة.
A young boy is looking through binoculars at a playground .,صبي صغير يبحث من خلال مناظير في ملعب.
A young boy wearing a blue and red hat is using a camera near a swing set .,يستخدم صبي صغير يرتدي قبعة زرقاء وحمراء كاميرا بالقرب من مجموعة التأرجح.
Little boy takes photos outside .,الولد الصغير يلتقط الصور بالخارج.
The little boy is taking a picture with the camera .,الصبي الصغير يلتقط صورة مع الكاميرا.
A black man drinking out of a paper cup .,رجل أسود يشرب من كوب ورقي.
A black man wearing a white suit and hat is holding a paper cup .,رجل أسود يرتدي بدلة بيضاء وقبعة يحمل كوبًا ورقيًا.
A man wearing a hat leans against a bench and holds a cup .,رجل يرتدي قبعة يميل على مقعد ويحمل كوبًا.
A man with a soft drink poses for the camera with a park in the background .,رجل مع مشروب غازي يطرح الكاميرا مع حديقة في الخلفية.
an african american man holds his soda .,رجل أمريكي من أصل أفريقي يحمل الصودا.
Two dogs are running around on dead grass and sand with green grass in the background .,يركض اثنان من الكلاب على العشب الميت والرمال مع العشب الأخضر في الخلفية.
two dogs are running towards each other across the sand .,كلابان يركضان نحو بعضهما البعض عبر الرمال.
Two dogs are running towards each other on a beach .,كلابان يركضان نحو بعضهما البعض على الشاطئ.
Two dogs run toward each other .,يركض كلابان نحو بعضهما البعض.
Two dogs run towards each other on a marshy area .,يركض كلابان نحو بعضهما البعض في منطقة مستنقعات.
Two children are having a sack race .,طفلان يعانون من سباق كيس.
Two children jumping in potato sacks .,طفلان يقفزان في أكياس البطاطس.
Two girls are hopping in burlap sacks across a field in front of a fence around a tennis court .,فتاتان تتنقلان في أكياس الخيش عبر حقل أمام سياج حول ملعب تنس.
Two girls are in a sack race .,فتاتان في سباق كيس.
Two girls hopping in potato sacks,فتاتان يتنقلان في أكياس البطاطس
A black and white dog is walking on a beach .,كلب أسود وأبيض يسير على الشاطئ.
A black and white dog looks back while walking on the beach .,ينظر كلب أبيض وأسود إلى الوراء أثناء المشي على الشاطئ.
A black and white dog walks on a beach .,كلب أسود وأبيض يمشي على الشاطئ.
"""A dog with black and white spots walks on the beach , looking behind itself .""","""كلب مع بقع بالأبيض والأسود يمشي على الشاطئ ، ينظر خلف نفسه."""
"""Black and white dog , walking on beach and looking back .""","""كلب أسود وأبيض ، يمشي على الشاطئ والنظر إلى الوراء."""
A child holding a dress that another child is looking at .,طفل يحمل ثوبًا ينظر إليه طفل آخر.
A child in a jeans jacket and shorts holding up a white dress as another darker-skinned child looks at it .,طفل يرتدي سترة جينز وسروال قصير يحمل ثوبًا أبيض بينما ينظر إليه طفل آخر أغمق.
A little girl holding a frilly white dress out for the other little girl to examine .,فتاة صغيرة تحمل فستان أبيض مكشوف للفتاة الصغيرة الأخرى لفحصها.
Two girls holding a dress and looking at the ground,فتاتان يحملان ثوبًا وينظران إلى الأرض
Two girls holding up a dress at an event .,فتاتان يحملن ثوبًا في حدث.
A little girl in an orange shirt is inside a corrugated metal tunnel .,توجد فتاة صغيرة في قميص برتقالي داخل نفق معدني مموج.
A little girl wearing an orange halloween shirt with long blond hair and blue eyes crawls through a tunnel .,فتاة صغيرة ترتدي قميص هالوين برتقالي مع شعر أشقر طويل وعيون زرقاء تزحف عبر نفق.
a young long girl climbing through a tunnel .,فتاة شابة طويلة تتسلق من خلال نفق.
Small girl in tunnel .,فتاة صغيرة في النفق.
The beautiful young girl goes through the tube .,الفتاة الشابة الجميلة تمر عبر الأنبوب.
A brown dog is wanting food from a plate held by a person .,الكلب البني يريد الطعام من صفيحة يحملها شخص.
"""A brown dog looking at a plate with food , someone 's hand taking from it .""","""كلب بني ينظر إلى صفيحة مع طعام ، يدخل يد شخص ما منه."""
A brown dog resting his head on the lap of a person who is eating some food .,كلب بني يستريح رأسه على حضن الشخص الذي يتناول بعض الطعام.
A dog 's head is in the lap of a person eating off a small plate .,رأس الكلب في حضن شخص يتناول صفيحة صغيرة.
The brown dog with the red collar is staring at the plate of food .,الكلب البني مع ذوي الياقات الحمراء يحدق في طبق الطعام.
a brown and black dog walking on the beach,كلب بني وسوداء يمشي على الشاطئ
A fluffy dog walks along the sandy beach .,يسير كلب رقيق على طول الشاطئ الرملي.
A medium sized dog on a beach,كلب متوسط ​​الحجم على الشاطئ
Dog walking on the beach by the ocean .,كلب يمشي على الشاطئ بجوار المحيط.
One brown and black dog standing in the sand at the beach .,كلب بني وسوداء يقف في الرمال على الشاطئ.
A little girl in pink shorts runs on a lawn .,فتاة صغيرة في السراويل القصيرة الوردية تعمل على العشب.
A little girl runs through the yard .,فتاة صغيرة تمر عبر الفناء.
Asian girl with white tank top and pink shorts running through grass .,فتاة آسيوية مع أعلى دبابة أبيض وسروال شورت وردي يمر عبر العشب.
A young girl waring pink shorts runs through grass .,فتاة صغيرة تحرب السراويل الوردية تمر عبر العشب.
The Asian girl is running across the grass .,الفتاة الآسيوية تعمل عبر العشب.
A girl dressed in blue enjoys a blue treat while putting her white shoe back on .,تتمتع فتاة ترتدي باللون الأزرق بعلاج أزرق أثناء وضع حذاءها الأبيض مرة أخرى.
A girl in a blue dress sitting on the ground eating cotton candy .,فتاة في فستان أزرق جالس على الأرض يأكل حلوى القطن.
A girl in a blue dress takes off her shoes and eats blue cotton candy .,فتاة ترتدي ثوبًا أزرق تقلع حذائها وتأكل حلوى القطن الأزرق.
Child in blue dress holding sandal in one hand and eating blue cotton candy with other hand .,طفل يرتدي ثوبًا أزرق يحمل الصندل في يد واحد ويأكل حلوى القطن الأزرق من يد أخرى.
The girl in a blue dress is eating some blue cotton candy with one shoe off and one shoe on .,الفتاة التي ترتدي ثوبًا أزرق تتناول بعض حلوى القطن الأزرق مع حذاء واحد وحذاء واحد.
A smaller white dog and large shepherd playing near two people .,كلب أبيض أصغر وراعي كبير يلعب بالقرب من شخصين.
A small white dog is playing with a bigger brown dog in the woods .,يلعب كلب أبيض صغير مع كلب بني أكبر في الغابة.
Two dogs are interacting in a wooded area while people stand around .,يتفاعل كلابان في منطقة مشجرة بينما يقف الناس حوله.
"""Two dogs fighting in a forest , with the legs of two men in jeans in the background""","""كلابان يقاتلان في غابة ، مع أرجل رجلين في الجينز في الخلفية"""
Two dogs trying to bite each other .,اثنان من الكلاب تحاول أن تعض بعضهما البعض.
A skateboarder jumps off his skateboard in midair in hopes of landing back on it .,يقفز لوح التزلج على لوح التزلج في الجو على أمل الهبوط عليه.
A teenage boy is performing a trick with his skateboard .,يقوم صبي مراهق بأداء خدعة مع لوح التزلج.
A young man is flipping a skateboard during a trick .,شاب يقلب لوح التزلج أثناء خدعة.
a young skateboarder doing tricks in the air,لوح تزلج صغير يقوم بعمل حيل في الهواء
The man is performing a trick on a skateboard near onlookers .,يقوم الرجل بأداء خدعة على لوح التزلج بالقرب من المتفرجين.
Little kids walk with their backpacks outside of a market .,الأطفال الصغار يمشون مع حقائب الظهر خارج السوق.
The boy in a yellow shirt is walking behind two people and also is passing by a statue .,الصبي في قميص أصفر يسير خلف شخصين ويمر أيضًا بالتمثال.
Three asian children with backpacks walking down a brick street .,ثلاثة أطفال آسيويين مع حقائب تحمل على الظهر يسيرون في شارع الطوب.
Young boys with backpacks walk down the street past a large bust of Buddha,الأولاد الصغار الذين يحملون حقائب الظهر يسيرون في الشارع بعد تمثال نصفي كبير من بوذا
Young boys with backpacks walking down a street .,الأولاد الصغار مع حقائب الظهر يسير في الشارع.
"""A boy with an orange shirt smiles , while a boy in a blue shirt looks on .""","""صبي مع قميص برتقالي يبتسم ، بينما ينظر صبي في قميص أزرق."""
A little boy in a tan hat on the ground of a play area .,صبي صغير في قبعة تان على أرض منطقة اللعب.
"""A smiling boy in an orange shirt with a safari hat sits at the playground , while a boy in a blue shirt looks on .""","""صبي مبتسم في قميص برتقالي مع قبعة سفاري يجلس في الملعب ، بينما ينظر صبي في قميص أزرق."""
Boy in tan hat laughs while sitting near playground equipment .,صبي في تان قبعة يضحك بينما يجلس بالقرب من معدات الملعب.
"""Two boys , one wearing a hat , in a playground .""","""ولدان ، أحدهما يرتدي قبعة ، في ملعب."""
A little boy with a dirty face lays on a colorful rug .,صبي صغير مع وجه قذر يضع على سجادة ملونة.
A little boy with a messy face sitting on a colorful blanket .,صبي صغير مع وجه فوضوي يجلس على بطانية ملونة.
little boy in red shirt and gray shorts with messy face,صبي صغير في قميص أحمر وشورت رمادي مع وجه فوضوي
The little boy is laying back relaxing on the colorful blanket .,يضع الصبي الصغير استرخاء على البطانية الملونة.
There is a little boy in a red shirt and a dirty face and he is smiling .,هناك ولد صغير في قميص أحمر ووجه قذر وهو يبتسم.
A little girl in a rain puddle .,فتاة صغيرة في بركة المطر.
A little girl is walking in a puddle of rain water in a hole in the road .,فتاة صغيرة تمشي في بركة من مياه الأمطار في حفرة في الطريق.
A little girl stands in a puddle of water in the middle of the street .,فتاة صغيرة تقف في بركة من الماء في منتصف الشارع.
"""A little girl stands in a puddle on the concrete , shrowded in darkness .""","""فتاة صغيرة تقف في بركة على الخرسانة ، مشتعلة في الظلام."""
A little girl stands in a puddle outside .,فتاة صغيرة تقف في بركة في الخارج.
A dog hops in a field while another dog stands next to it .,يقفز كلب في حقل بينما يقف كلب آخر بجواره.
One dog is jumping up at another dog in a grassy field .,كلب واحد يقفز في كلب آخر في حقل عشبي.
"""The two tan colored dogs are in a field , and one is jumping in the air .""","""الكلاب الملونة تان في حقل ، والآخر يقفز في الهواء."""
Two brown dogs in a field .,اثنين من الكلاب البنية في حقل.
Two brown dogs play with one another in the field .,يلعب اثنان من الكلاب البنية مع بعضهما البعض في الميدان.
a groupe of three walk the street .,مجموعة من ثلاثة مشي في الشارع.
"""A man , woman , and child stand outside looking serious and waiting for something .""","""يقف رجل وامرأة وطفل في الخارج جادًا وينتظر شيئًا ما."""
"""An Asian man , woman , and child are standing on a sidewalk .""","""رجل آسيوي وامرأة وطفل يقف على الرصيف""."
three asian people standing on a sidewalk with a street scene in the background,ثلاثة أشخاص آسيويين يقفون على الرصيف مع مشهد شارع في الخلفية
Three Asian people wait on the sidewalk .,ثلاثة أشخاص آسيويين ينتظرون على الرصيف.
A black dog jumping from a dock into water .,كلب أسود يقفز من رصيف في الماء.
A black dog jumping into a lake .,كلب أسود يقفز إلى بحيرة.
A black dog jumping off of a dock .,كلب أسود يقفز من رصيف.
A black lab jumps off a dock into a pond .,مختبر أسود يقفز من رصيف في بركة.
A large black dog is jumping off a pier into a pond .,كلب أسود كبير يقفز من رصيف في بركة.
A girl in a cowboy hat with a sheep on a leash .,فتاة في قبعة رعاة البقر مع خروف على المقود.
a girl wearing a pink hat is walking beside a sheep on a dusty path .,فتاة ترتدي قبعة وردية تمشي بجانب خروف على طريق مترب.
"""A little girl in a pink cowgirl hat and blue cast over her arm , is walking a sheep .""","""فتاة صغيرة في قبعة رعاة البقر الوردي واللقام الأزرق فوق ذراعها ، تمشي خروفًا""."
A young girl wearing a pink cowboy hat holding a sheep on a leash .,فتاة صغيرة ترتدي قبعة رعاة البقر الوردية تحمل خروفًا على المقود.
The girl is wearing a pink cowgirl hat and pink boots .,الفتاة ترتدي قبعة رعاة البقر الوردي والأحذية الوردية.
Two boys playing in the surf on the beach .,صبيان يلعبان في الأمواج على الشاطئ.
two boys play in the ocean .,اثنين من الصبيان يلعب في المحيط.
Two boys stand in the surf .,صبيان يقفان في الأمواج.
Two kids play in shallow waves against a brilliant blue sky .,طفلان يلعبان في موجات ضحلة ضد سماء زرقاء رائعة.
Two young boys are in the water .,صبيان صغيران في الماء.
A woman helping a toddler to swim in a pool .,امرأة تساعد طفلًا صغيرًا على السباحة في حمام سباحة.
A woman in a white swim cap teaches a toddler how to swim in a swimming pool .,تُعلم امرأة في غطاء أبيض للسباحة طفلًا رائعًا كيفية السباحة في حمام سباحة.
A woman is holding a boy in a swimming pool .,امرأة تحمل صبيا في حمام سباحة.
A woman wearing a white swim holds a small boy in the swimming pool .,امرأة ترتدي السباحة البيضاء تحمل صبيًا صغيرًا في حمام السباحة.
Woman teaching young boy how to swim .,امرأة تعلم الصبي كيف تسبح.
A tan dog and a black dog are biting each other in the face .,كلب تان والكلب الأسود يعضون بعضهما البعض في وجهه.
A tan dog and a black dog fight .,كلب تان والكلب الأسود.
Two dogs are bearing their teeth at each other .,اثنان من الكلاب تحمل أسنانهما على بعضها البعض.
